name,field,subcategory,mbti
Anita Pallenberg,Entertainment,Actors & Actresses,ISTP
Anja Rubik,Entertainment,Models,ISTJ
Anjali Bhimani,Entertainment,Actors & Actresses,ESTJ
Anjelica Huston,Entertainment,Actors & Actresses,ENFJ
Anju Inami,Entertainment,Voice Acting,ENFP
Ann Cusack,Entertainment,Actors & Actresses,ESFJ
Ann Dowd,Entertainment,Actors & Actresses,ENFJ
Ann Hui,Entertainment,Film Directors,INFJ
Anna Camp,Entertainment,Actors & Actresses,ISFP
Anna Cathcart,Entertainment,Actors & Actresses,ENFP
Anna Dymna,Entertainment,Actors & Actresses,ENFJ
Anna Faris,Entertainment,Actors & Actresses,ENFP
Anna Gunn,Entertainment,Actors & Actresses,ENFJ
Anna Ishii,Entertainment,Actors & Actresses,INTJ
Anna Karina,Entertainment,Actors & Actresses,INFP
Anna Kendrick,Entertainment,Actors & Actresses,ENTP
Anna May Wong,Entertainment,People of Classic Hollywood,ISFP
Anna Nicole Smith,Entertainment,Models,ESFP
Anna Paquin,Entertainment,Actors & Actresses,INFP
Anna Popplewell,Entertainment,Actors & Actresses,ISTJ
Anna Torv,Entertainment,Actors & Actresses,INFJ
Annabel Scholey,Entertainment,Actors & Actresses,ISFJ
Annabelle Wallis,Entertainment,Actors & Actresses,ESFP
Annalise Basso,Entertainment,Actors & Actresses,ISTP
Annalynne McCord,Entertainment,Actors & Actresses,ENFJ
AnnaSophia Robb,Entertainment,Actors & Actresses,ENFJ
Anne Bancroft,Entertainment,People of Classic Hollywood,INFJ
Anne Curtis,Entertainment,Actors & Actresses,ESFP
Anne Hathaway,Entertainment,Actors & Actresses,ESFJ
Anne Heche,Entertainment,Actors & Actresses,ESFJ
Anne-Louise Lambert,Entertainment,Actors & Actresses,INFJ
Anne-Marie Duff,Entertainment,Actors & Actresses,INFP
Anneliese van der Pol,Entertainment,Actors & Actresses,ESFJ
Annette Bening,Entertainment,Actors & Actresses,ESFJ
Annie Lederman,Entertainment,Comedians,ESTP
Annie Liu,Entertainment,Actors & Actresses,ENFP
Annie Parisse,Entertainment,Actors & Actresses,ENFP
Anok Yai,Entertainment,Models,ISTP
Ansa Ikonen,Entertainment,Actors & Actresses,ISFJ
Ansel Elgort,Entertainment,Actors & Actresses,ENFJ
Ansley Hutchinson,Entertainment,Actors & Actresses,ENFP
Ant Anstead,Entertainment,Hosts & Presenters,ESTJ
Anthony Anderson,Entertainment,Actors & Actresses,ESFP
Anthony Boyle,Entertainment,Actors & Actresses,ENFP
Anthony Cumia,Entertainment,Comedians,ISTP
Anthony Daniels,Entertainment,Actors & Actresses,ISTJ
Anthony Hopkins,Entertainment,Actors & Actresses,ISFJ
Anthony Jeselnik,Entertainment,Comedians,ENTP
Anthony Kavanagh,Entertainment,Actors & Actresses,ENFP
Anthony Mackie,Entertainment,Actors & Actresses,ESTP
Anthony May,Entertainment,Actors & Actresses,ISTJ
Anthony McPartlin,Entertainment,Hosts & Presenters,ENTP
Anthony Minghella,Entertainment,Film Directors,INFP
Anthony Partridge,Entertainment,Hosts & Presenters,ESFP
Anthony Perkins,Entertainment,People of Classic Hollywood,INFP
Anthony Ramos,Entertainment,Actors & Actresses,ISFP
Anthony Rapp,Entertainment,Actors & Actresses,ENTP
Anthony Russo,Entertainment,Film Directors,INTP
Anthony Wong,Entertainment,Actors & Actresses,INTP
Antje Traue,Entertainment,Actors & Actresses,INFJ
Antoine de Maximy,Entertainment,Hosts & Presenters,ENFP
Antoine Fuqua,Entertainment,Film Directors,ESTP
Anton Corbijn,Entertainment,Film Directors,INFP
Anton Dolin,Entertainment,Hosts & Presenters,ENTP
Anton Lanshakov,Entertainment,Film Directors,INTJ
Anton Lapenko,Entertainment,Actors & Actresses,INFJ
Anton Lesser,Entertainment,Actors & Actresses,INTP
Anton Ptushkin,Entertainment,Hosts & Presenters,ENTP
Anton Yelchin,Entertainment,Actors & Actresses,INTP
Antonella Elia,Entertainment,Hosts & Presenters,ENTJ
"Antonia ""Toni"" Gentry",Entertainment,Actors & Actresses,ENFP
Antonia Thomas,Entertainment,Actors & Actresses,ESFJ
Antônio Abujamra,Entertainment,Actors & Actresses,ENTP
Antonio Banderas,Entertainment,Actors & Actresses,ENFJ
Antonio Cipriano,Entertainment,Actors & Actresses,ENFP
Antonio De Curtis (Totò),Entertainment,Actors & Actresses,ENTP
Antônio Fagundes,Entertainment,Actors & Actresses,INTJ
Antônio Pitanga,Entertainment,Actors & Actresses,ISTJ
António Raminhos,Entertainment,Hosts & Presenters,ESTP
Antonio Rosique,Entertainment,Hosts & Presenters,ESTP
Antonio Tabet,Entertainment,Comedians,ENTP
Antony Starr,Entertainment,Actors & Actresses,ENTJ
Anupam Tripathi,Entertainment,Actors & Actresses,ENFP
Anurag Kashyap,Entertainment,Film Directors,INFP
Anwar Hadid,Entertainment,Models,ISFP
Anya Chalotra,Entertainment,Actors & Actresses,INFP
Anya Taylor-Joy,Entertainment,Actors & Actresses,ENFJ
Aoi Koga,Entertainment,Voice Acting,ENFJ
Aoi Morikawa,Entertainment,Actors & Actresses,ENTP
Aoi Yūki,Entertainment,Voice Acting,ENFP
Apichatpong Weerasethakul,Entertainment,Film Directors,INFP
ApnaJ,Entertainment,Comedians,ENTP
Apo Nattawin Wattanagitiphat,Entertainment,Actors & Actresses,ENFP
April Pearson,Entertainment,Actors & Actresses,ESFJ
April Stewart,Entertainment,Voice Acting,ESFP
Ara Mina,Entertainment,Actors & Actresses,ESTJ
Arafah Rianti,Entertainment,Comedians,ENFP
Aranyosi Péter,Entertainment,Comedians,ENFP
Aras Bulut İynemli,Entertainment,Actors & Actresses,ESTP
Archie Renaux,Entertainment,Actors & Actresses,ESFP
Archie Yates,Entertainment,Actors & Actresses,ENFP
Arci Muñoz,Entertainment,Actors & Actresses,ENFP
Arden Cho,Entertainment,Actors & Actresses,INFP
Ari Aster,Entertainment,Film Directors,INTP
Ari Fournier,Entertainment,Models,ISFJ
Ari Irham,Entertainment,Actors & Actresses,ENFP
Ari Ozawa,Entertainment,Voice Acting,INFP
Ari Shaffir,Entertainment,Comedians,ENTP
Ariadna Gil,Entertainment,Actors & Actresses,INTP
Ariadna Gutiérrez,Entertainment,Models,ESTJ
Ariana DeBose,Entertainment,Actors & Actresses,ESFP
Ariana Greenblatt,Entertainment,Actors & Actresses,ESFP
Ariel Lin,Entertainment,Actors & Actresses,ENFJ
Ariel Tatum,Entertainment,Actors & Actresses,INTP
Ariel Vanellope Dayao,Entertainment,Actors & Actresses,ENTP
Ariel Winter,Entertainment,Actors & Actresses,ESFP
Ariela Barer,Entertainment,Actors & Actresses,ESFP
Arielle Dombasle,Entertainment,Actors & Actresses,ESFJ
Arielle Goldman,Entertainment,Actors & Actresses,INFP
Arielle Vandenberg,Entertainment,Actors & Actresses,ESFP
Aries Spears,Entertainment,Comedians,ESTP
Arino Grande,Entertainment,Actors & Actresses,ESFJ
Arisa Komiya,Entertainment,Voice Acting,INFP
Arj Barker,Entertainment,Comedians,ENTP
Arjun Kapoor,Entertainment,Actors & Actresses,ISTP
Armando Babaioff,Entertainment,Actors & Actresses,ENFP
Armando Iannucci,Entertainment,Film Directors,INTP
Armeena Khan,Entertainment,Actors & Actresses,ENFP
Armie Hammer,Entertainment,Actors & Actresses,ENTP
Arnie Pantoja,Entertainment,Voice Acting,ENFP
Arnold Schwarzenegger,Entertainment,Actors & Actresses,ENTJ
Arón Piper,Entertainment,Actors & Actresses,ISFP
Arron Crascal,Entertainment,Comedians,ESFP
Arsenio Hall,Entertainment,Comedians,ESFP
Arthur Aguiar (BBB22),Entertainment,Actors & Actresses,ISFP
Arthur Darvill,Entertainment,Actors & Actresses,ISFJ
Artur Aristakisyan,Entertainment,Film Directors,INFP
Arturo López Gavito,Entertainment,Actors & Actresses,INTJ
Ary Fontoura,Entertainment,Actors & Actresses,ENFJ
Ary Toledo,Entertainment,Comedians,INTJ
Asa Butterfield,Entertainment,Actors & Actresses,INTP
Asami Imai,Entertainment,Voice Acting,ENFP
Asami Seto,Entertainment,Voice Acting,ENTJ
Asghar Farhadi,Entertainment,Film Directors,INFJ
Asha Parekh,Entertainment,Actors & Actresses,ESFJ
Asher Angel,Entertainment,Actors & Actresses,ESTP
Ashkan khatibi,Entertainment,Actors & Actresses,ENFJ
Ashleigh Ball,Entertainment,Voice Acting,ESFJ
Ashley Benson,Entertainment,Actors & Actresses,ESTP
Ashley Boettcher,Entertainment,Actors & Actresses,INTP
Ashley Flowers,Entertainment,Hosts & Presenters,ESFJ
Ashley Graham,Entertainment,Models,ESFP
Ashley Greene,Entertainment,Actors & Actresses,ENFP
Ashley Johnson,Entertainment,Actors & Actresses,INFP
Ashley Judd,Entertainment,Actors & Actresses,ENTJ
Ashley Olsen,Entertainment,Actors & Actresses,INTJ
Ashley Park,Entertainment,Actors & Actresses,ESFP
Ashley Tisdale,Entertainment,Actors & Actresses,ISFP
Ashley Williams-Dodson,Entertainment,Actors & Actresses,ENFP
Ashley Zukerman,Entertainment,Actors & Actresses,INFJ
Ashly Burch,Entertainment,Actors & Actresses,ENFP
Ashton Kutcher,Entertainment,Actors & Actresses,ISTP
Aslı Enver,Entertainment,Actors & Actresses,ESFJ
Aslı İnandık,Entertainment,Actors & Actresses,ESTJ
Asmara Abigail,Entertainment,Actors & Actresses,ESFP
Assi Azar,Entertainment,Hosts & Presenters,ENTP
Assi Cohen (אסי כהן),Entertainment,Comedians,ENFJ
Assi Dayan,Entertainment,Film Directors,ENTP
Assi Dayan,Entertainment,Actors & Actresses,ENTP
Astrid Fontenelle,Entertainment,Hosts & Presenters,ENFP
Asuma Kousuke,Entertainment,Actors & Actresses,ENFP
Asuman Krause,Entertainment,Actors & Actresses,ENFP
Ata Demirer,Entertainment,Comedians,ENFP
Atesh Salih,Entertainment,Models,ISFP
Athena Chu,Entertainment,Actors & Actresses,ENFP
Atsuko Maeda,Entertainment,Actors & Actresses,ISFP
Atsumi Tanezaki,Entertainment,Voice Acting,INFP
Atsushi Miyauchi,Entertainment,Voice Acting,INTP
Atsushi Tamaru,Entertainment,Voice Acting,INTP
Aubrey Anderson-Emmons,Entertainment,Actors & Actresses,ENTP
Aubrey Joseph,Entertainment,Actors & Actresses,ESFP
Aubrey Peeples,Entertainment,Actors & Actresses,INFP
Aubrey Plaza,Entertainment,Actors & Actresses,INTP
Audrey Hepburn,Entertainment,People of Classic Hollywood,INFP
Audrey Tautou,Entertainment,Actors & Actresses,INFP
August Diehl,Entertainment,Actors & Actresses,ENTP
Auli’i Cravalho,Entertainment,Actors & Actresses,ENFP
Aunt Chippy,Entertainment,Hosts & Presenters,ESTJ
Austin Abrams,Entertainment,Actors & Actresses,INFP
Austin Butler,Entertainment,Actors & Actresses,ISFP
Austin North,Entertainment,Actors & Actresses,ENFJ
Austin Tindle,Entertainment,Voice Acting,INTP
Ava Gardner,Entertainment,People of Classic Hollywood,ENTJ
Ava Kolker,Entertainment,Actors & Actresses,ENTP
Avan Jogia,Entertainment,Actors & Actresses,INFP
Avery Brooks,Entertainment,Actors & Actresses,INFJ
Avi Arad,Entertainment,Film & TV Crew,ESTP
Avi Lake,Entertainment,Actors & Actresses,ENFJ
Awkwafina,Entertainment,Actors & Actresses,ENFP
Axel Auriant,Entertainment,Actors & Actresses,INTP
Aya Asahina,Entertainment,Actors & Actresses,ENFP
Aya Cash,Entertainment,Actors & Actresses,ENFJ
Aya Endō,Entertainment,Voice Acting,INFP
Aya Uchida,Entertainment,Voice Acting,ISFJ
Ayahi Takagaki,Entertainment,Voice Acting,ENFP
Ayaka Miyoshi,Entertainment,Actors & Actresses,INTJ
Ayaka Ōhashi,Entertainment,Voice Acting,ENTP
Ayako Kawasumi,Entertainment,Voice Acting,ISFJ
Ayame Misaki,Entertainment,Actors & Actresses,INFJ
Ayana Moon,Entertainment,Models,ISTJ
Ayana Taketatsu,Entertainment,Voice Acting,ENFP
Ayane Sakura,Entertainment,Voice Acting,INTP
Ayasa Itō,Entertainment,Voice Acting,ESFP
Ayesha Omer,Entertainment,Actors & Actresses,ENFJ
Aymen Hameed,Entertainment,Comedians,ISTP
Ayo Edebiri,Entertainment,Comedians,INFP
Aysun Kayacı,Entertainment,Actors & Actresses,INTP
Aytaç Şaşmaz,Entertainment,Actors & Actresses,ESFP
Ayumi Fujimura,Entertainment,Voice Acting,ENFJ
Ayumu Murase,Entertainment,Voice Acting,ENFP
Aziz Ansari,Entertainment,Comedians,ENFP
Azul Guaita,Entertainment,Actors & Actresses,ESTJ
Azusa Tadokoro,Entertainment,Voice Acting,ISFP
B.J. Novak,Entertainment,Actors & Actresses,INTJ
Babak Karimi,Entertainment,Actors & Actresses,INTP
Babette van Veen,Entertainment,Actors & Actresses,ESFP
Babu Santana,Entertainment,Actors & Actresses,ISFP
Bae Doona,Entertainment,Actors & Actresses,INFP
Bae In-Hyuk,Entertainment,Actors & Actresses,ENFP
Bae Suzy,Entertainment,Actors & Actresses,ISFP
Bahareh Afshari,Entertainment,Actors & Actresses,ENTJ
Bahram Afshari,Entertainment,Actors & Actresses,ENTP
Bahram Radan,Entertainment,Actors & Actresses,ENFP
Bai Jingting,Entertainment,Actors & Actresses,ISTP
Bai Lu,Entertainment,Actors & Actresses,ENFJ
Bai Yu,Entertainment,Actors & Actresses,ENTP
Baifern Pimchanok Luevisadpaibul,Entertainment,Actors & Actresses,ESTP
Bailee Madison,Entertainment,Actors & Actresses,ENFJ
Bailey Bass,Entertainment,Actors & Actresses,ENFJ
Baim Wong,Entertainment,Actors & Actresses,ESTJ
Baker Terry,Entertainment,Voice Acting,ESFP
Banjō Ginga,Entertainment,Voice Acting,ENFJ
Banu Alkan,Entertainment,Actors & Actresses,ESFP
Barak Hardley,Entertainment,Actors & Actresses,ENFP
Baran bo Odar,Entertainment,Film Directors,INTJ
BARAN S,Entertainment,Models,ENTP
Barão de Itararé,Entertainment,Comedians,ENTP
Barbara D'Urso (Maria Carmela D'Urso),Entertainment,Hosts & Presenters,ESFJ
Bárbara de Regil,Entertainment,Actors & Actresses,ESTP
Barbara Dunkelman,Entertainment,Actors & Actresses,ISTP
Barbara Goodson,Entertainment,Actors & Actresses,ESFP
Barbara Hershey,Entertainment,Actors & Actresses,ESTJ
Bárbara López,Entertainment,Actors & Actresses,INTJ
Barbara Palombelli,Entertainment,Hosts & Presenters,ISTJ
Barbara Palvin,Entertainment,Models,ESFP
Bárbara Paz,Entertainment,Actors & Actresses,INFP
Barbara Schöneberger,Entertainment,Hosts & Presenters,ESFJ
Barbara Stanwyck,Entertainment,People of Classic Hollywood,ESTJ
Barbara Windsor,Entertainment,Actors & Actresses,ESFJ
Barbie Ferreira,Entertainment,Models,ENFP
Barbie Forteza,Entertainment,Actors & Actresses,ENFP
Barbie Hsu,Entertainment,Actors & Actresses,ENFJ
Barcode Tinnasit Isarapongporn,Entertainment,Actors & Actresses,INFP
Bård Ylvisåker,Entertainment,Comedians,INTJ
Bariş Arduç,Entertainment,Actors & Actresses,INTJ
Barkha Dutt,Entertainment,Hosts & Presenters,ENTP
Barkley Dubis,Entertainment,Film Directors,INFJ
Barrett Wilbert Weed,Entertainment,Actors & Actresses,INFP
Barry Gordon,Entertainment,Actors & Actresses,ISFP
Barry Humphries,Entertainment,Comedians,ENFP
Barry Jenkins,Entertainment,Film Directors,ENFP
Barry Keoghan,Entertainment,Actors & Actresses,ENFJ
Barry Levinson,Entertainment,Film Directors,ENTP
Barry Pepper,Entertainment,Actors & Actresses,ISTP
Bassel Khaiat,Entertainment,Actors & Actresses,ISFJ
Bassem Youssef,Entertainment,Comedians,ENTP
Batoré,Entertainment,Comedians,ESTP
Batuhan Karacakaya,Entertainment,Actors & Actresses,ENTJ
Baturay Özdemir,Entertainment,Comedians,ENTP
Bayan Alaguzova,Entertainment,Actors & Actresses,ESTJ
Baz Luhrmann,Entertainment,Film Directors,ISFP
BD Wong,Entertainment,Actors & Actresses,ISFJ
Bea Alonzo,Entertainment,Actors & Actresses,ENFJ
Bea Arthur,Entertainment,People of Classic Hollywood,INTJ
Beanie Feldstein,Entertainment,Actors & Actresses,ENFJ
Bear Grylls,Entertainment,Hosts & Presenters,ISTP
Béatrice Dalle,Entertainment,Actors & Actresses,ISFP
Beatrice Luigi Gomez,Entertainment,Models,INFJ
Beatrix (wonderland system),Entertainment,Comedians,ESTP
Beau Bridgland,Entertainment,Voice Acting,INFJ
Beau van Erven Dorens,Entertainment,Hosts & Presenters,ENFJ
Beby Tsabina,Entertainment,Actors & Actresses,ENFP
Beck Bennett,Entertainment,Actors & Actresses,ENTP
Becky Sloan,Entertainment,Film Directors,ENFP
Beetlejuice,Entertainment,Actors & Actresses,ESFP
Behati Prinsloo,Entertainment,Models,ENFJ
Behnam Tashakor,Entertainment,Actors & Actresses,INTJ
Behrouz Vossoughi,Entertainment,Actors & Actresses,ISTJ
Bela Fernandes,Entertainment,Actors & Actresses,ESFP
Bela Lugosi,Entertainment,People of Classic Hollywood,ISFP
Béla Tarr,Entertainment,Film Directors,INFJ
Bella Hadid,Entertainment,Models,ISFJ
Bella Marcatti,Entertainment,Comedians,ENFP
Bella Ramsey,Entertainment,Actors & Actresses,ENFP
Bella Thorne,Entertainment,Actors & Actresses,ESFP
Ben (wonderland system),Entertainment,Comedians,ENTJ
Ben Affleck,Entertainment,Actors & Actresses,ESTP
Ben Barnes,Entertainment,Actors & Actresses,ENFP
Ben Brainard,Entertainment,Comedians,ESFP
Ben Cook,Entertainment,Actors & Actresses,ENFP
Ben Diskin,Entertainment,Voice Acting,ENFP
Ben Foster,Entertainment,Actors & Actresses,INFP
Ben Gazzara,Entertainment,Actors & Actresses,ESTP
Ben Gleib,Entertainment,Comedians,ENTP
Ben Hardy,Entertainment,Actors & Actresses,ISTP
Ben Kingsley,Entertainment,Actors & Actresses,INFJ
Ben Mendelsohn,Entertainment,Actors & Actresses,ENFP
Ben Platt,Entertainment,Actors & Actresses,INFP
Ben Savage,Entertainment,Actors & Actresses,ESTP
Ben Schnetzer,Entertainment,Actors & Actresses,ENFP
Ben Schwartz,Entertainment,Actors & Actresses,ENTP
Ben Stein,Entertainment,Film & TV Crew,INTP
Ben Stiller,Entertainment,Actors & Actresses,INFP
Ben Whishaw,Entertainment,Actors & Actresses,INFP
Benedetta Porcaroli,Entertainment,Actors & Actresses,INFP
Benedict Cumberbatch,Entertainment,Actors & Actresses,INFJ
BENEKLİ AYHAN,Entertainment,Film & TV Crew,ESTP
Benicio Del Toro,Entertainment,Actors & Actresses,INFP
Benjamin McKenzie,Entertainment,Actors & Actresses,ISTJ
Benjamin Wadsworth,Entertainment,Actors & Actresses,ENTP
Benny Sa,Entertainment,Hosts & Presenters,INFP
Benny Safdie,Entertainment,Film Directors,INTP
Benoît Poelvoorde,Entertainment,Actors & Actresses,ENFP
Bensu Soral,Entertainment,Actors & Actresses,ISTJ
Bento Ribeiro,Entertainment,Actors & Actresses,INTP
Beren Saat,Entertainment,Actors & Actresses,INFJ
Bergüzar Korel,Entertainment,Actors & Actresses,ESFJ
Bernardo Bertolucci,Entertainment,Film Directors,INTP
Bernie Mac,Entertainment,Comedians,ESTP
Bert Kreischer,Entertainment,Comedians,ESFP
Best Vittawin Veeravidhayanant,Entertainment,Actors & Actresses,ISFJ
Betão,Entertainment,Comedians,ESTP
Beth Behrs,Entertainment,Actors & Actresses,ESFJ
Bethany Antonia,Entertainment,Actors & Actresses,INTJ
Bethany Joy Lenz,Entertainment,Actors & Actresses,ENFP
Beto Brant,Entertainment,Film Directors,INFP
Beto Hora,Entertainment,Comedians,INTJ
Beto Ortiz,Entertainment,Hosts & Presenters,ESTJ
Beto Silva,Entertainment,Comedians,INFP
Bette Davis,Entertainment,People of Classic Hollywood,ESTJ
Bettie Page,Entertainment,Models,ISFP
Betty Faria,Entertainment,Actors & Actresses,ENFP
Betty White,Entertainment,People of Classic Hollywood,ENTJ
Bex Taylor-Klaus,Entertainment,Actors & Actresses,ISFP
Beyazıt Öztürk (Beyaz),Entertainment,Comedians,ESFJ
Bia Arantes,Entertainment,Actors & Actresses,INFP
Bia Jordão,Entertainment,Actors & Actresses,ENFJ
Bianca Alencar,Entertainment,Voice Acting,ENFP
Bianca Comparato,Entertainment,Actors & Actresses,INFP
Bible Wichapas Sumettikul,Entertainment,Actors & Actresses,INTP
Big Jay Oakerson,Entertainment,Comedians,ISFP
Biju Menon,Entertainment,Actors & Actresses,ISTP
Bilal Lashari,Entertainment,Film Directors,INTP
Bill Bailey,Entertainment,Comedians,ENTP
Bill Burr,Entertainment,Comedians,ISTP
Bill Butts,Entertainment,Voice Acting,ENFP
Bill Cooper,Entertainment,Hosts & Presenters,INTJ
Bill Cosby,Entertainment,Actors & Actresses,ESFP
Bill Fagerbakke,Entertainment,Actors & Actresses,ISFJ
Bill Hader,Entertainment,Actors & Actresses,ENTP
Bill Hicks,Entertainment,Comedians,ENTP
Bill Maher,Entertainment,Hosts & Presenters,ENTP
Bill Moseley,Entertainment,Actors & Actresses,ESTP
Bill Murray,Entertainment,Actors & Actresses,INTP
Bill Nighy,Entertainment,Actors & Actresses,ENTP
"Bill Nye ""The Science Guy""",Entertainment,Hosts & Presenters,ENTP
Bill Oddie,Entertainment,Comedians,INFP
Bill Skarsgård,Entertainment,Actors & Actresses,ISTP
Billie Lourd,Entertainment,Actors & Actresses,ENTP
Billie Piper,Entertainment,Actors & Actresses,ESFP
Billkin Putthipong Assaratanakul,Entertainment,Actors & Actresses,INFJ
Billur Kalkavan,Entertainment,Actors & Actresses,ESTP
Billy Bob Thornton,Entertainment,Actors & Actresses,ISTP
Billy Boyd,Entertainment,Actors & Actresses,ESFP
Billy Bryk,Entertainment,Actors & Actresses,ISFJ
Billy Connolly,Entertainment,Comedians,ENTP
Billy Crudup,Entertainment,Actors & Actresses,INFJ
Billy Crystal,Entertainment,Actors & Actresses,ENTP
Billy Dee Williams,Entertainment,Actors & Actresses,ESFJ
Billy Eichner,Entertainment,Comedians,ENTP
Billy Herrington,Entertainment,Actors & Actresses,ESFP
Billy Kametz,Entertainment,Voice Acting,ENFP
Billy Porter,Entertainment,Actors & Actresses,ENFJ
Billy West,Entertainment,Actors & Actresses,ESFJ
Billy Wilder,Entertainment,Film Directors,ENTP
Billy Zane,Entertainment,Actors & Actresses,ENFP
Bintang Emon,Entertainment,Comedians,INTP
Birgitte Hjort Sørensen,Entertainment,Actors & Actresses,ESFJ
Birkan Sokullu,Entertainment,Actors & Actresses,ENFJ
Bjarne Mädel,Entertainment,Actors & Actresses,ISFP
